boleta_id,fecha,Tienda,producto,Categoria,cantidad,precio_unit,Monto
16,2026-07-28,Tienda Norte,Galletas,Snacks,1,1000,1000
17,2026-06-17,Tienda Norte,  Cloro,Limpieza,1,1400,1400
17,17-06-2026,Tienda Norte,Detergente,Limpieza,1,5500,5500
17,2026-06-17,Tienda Norte, Papas fritas ,Snacks,1,1800,1800
18,2026/05/23,Tienda Norte,Croissant,Panadería,1,900,900
18,23-05-2026,  Tienda Norte, Pan molde ,Panadería,1,1800,1800
18,2026-05-23,Tienda Norte,Queso,Lácteos,,4500,4500
19,25/7/2026,Tienda Norte,Azúcar  ,Café/Té,2,1300,2600
19,2026-07-25,Tienda Norte  ,Café,Café/Té,1,4000,4000
19,25-7-2026,Tienda Norte  ,Queso,lácteos,,4500,4500
20,2026-07-20,  Tienda Mall,  Leche,Lácteos,1,1200,1200
21,5/7/2026,Tienda Mall,Cloro,Limpieza,1,1400,1400
21,2026/07/05,Tienda Mall, Pan hallulla ,Panadería,2,1500,3000
22,2026-06-03,Tienda Norte,Azúcar,café/té,1,1300,1300
23,14-7-2026,Tienda Norte,Bebida cola,Bebidas,2,1500,3000
23,2026/07/14,Tienda Norte,Croissant,Panadería,1,900,900
24,27-5-2026,Tienda Centro,Azúcar,Café/Té,1,1300,1300
24,27-05-2026,Tienda Centro,Bebida cola,BEBIDAS,1,1500,1500
24,27-05-2026,Tienda Centro  ,Café,Café/Té,1,4000,4000
24,27-05-2026,Tienda Centro,Maní,snacks,3,1200,3600
24,2026/05/27,Tienda Centro,Yogurt,Lácteos,2,800,1600
25,2026-06-26,Tienda Mall,Azúcar,café/té,1,1300,1300
25,2026/06/26,Tienda Mall,Cloro,Limpieza,1,1400,1400
25,2026/06/26,Tienda Mall,Esponjas,Limpieza,1,1200,1200
26,2026/05/28,Tienda Centro,Azúcar,Café/Té,1,1300,1300
26,2026-05-28,Tienda Centro,Café,Café/Té,1,4000,4000
26,28-5-2026,Tienda Centro,Galletas,snacks,1,1000,1000
26,2026-05-28,Tienda Centro,Mantequilla,Lácteos,1,2500,2500
26,28/5/2026,Tienda Centro,Pan hallulla,Panadería,2,1500,3000
26,2026-05-28,Tienda Centro,  Pañales,BEBÉ,1,8000,8000
26,2026-05-28,Tienda Centro,Toallitas húmedas,Bebé,1,2200,2200
27,8-8-2026, Tienda Centro ,Azúcar,Café/Té,1,1300,1300
27,08-08-2026,Tienda Centro,Pañales,Bebé,1,8000,8000
27,2026-08-08,Tienda Centro,Toallitas húmedas,Bebé,1,2200,2200
27,2026-08-08,Tienda Centro,Té,Café/Té,1,2500,2500
28,2026-07-18,Tienda Sur,Croissant,Panadería,1,900,900
28,2026-07-18,Tienda Sur,  Galletas,Snacks,1,1000,1000
28,2026-07-18,  Tienda Sur,  Pan molde,PANADERÍA,1,1800,1800
28,2026-07-18,Tienda Sur,Toallitas húmedas,Bebé,3,2200,6600
29,29-05-2026,  Tienda Norte,Galletas,SNACKS,2,1000,2000
29,2026/05/29,Tienda Norte, Yogurt ,Lácteos,2,800,1600
30,2026/08/07,Tienda Centro,  Azúcar,Café/Té,1,1300,1300
30,7-8-2026,Tienda Centro,Cloro,Limpieza,2,1400,2800
30,2026-08-07, Tienda Centro ,Jugo naranja,Bebidas,1,1600,1600
31,2026/06/03,Tienda Norte,  Queso,Lácteos,2,4500,9000
31,2026-06-03,Tienda Norte,Toallitas húmedas,Bebé,1,2200,2200
32,2026-08-10,Tienda Sur,Agua mineral,Bebidas,1,900,900
32,2026-08-10,Tienda Sur  ,Mantequilla  ,Lácteos,1,2500,2500
32,2026-08-10,Tienda Sur,Pan hallulla,Panadería,2,1500,3000
33,2026-08-10,Tienda Sur,Galletas,Snacks,1,1000,1000
34,2026-07-14,Tienda Centro,Esponjas,Limpieza,2,1200,2400
35,2026-07-29,Tienda Centro,Azúcar,Café/Té,1,1300,1300
35,29-7-2026,Tienda Centro,Cerveza,alcohol,,3500,10500
35,29-7-2026,Tienda Centro  ,Mantequilla,Lácteos,3,2500,7500
35,2026-07-29,Tienda Centro,Pañales,BEBÉ,1,8000,8000
35,2026-07-29,Tienda Centro,Toallitas húmedas,Bebé,1,2200,2200
36,2026-08-16, Tienda Norte ,Azúcar,Café/Té,2,1300,2600
36,2026/08/16,Tienda Norte,Maní,snacks,3,1200,3600
36,16-8-2026,Tienda Norte,Vino tinto,ALCOHOL,1,5000,5000
37,2026/06/10,Tienda Norte,Cerveza,Alcohol,1,3500,3500
37,2026-06-10,Tienda Norte,Pan molde  ,Panadería,1,1800,1800
37,2026-06-10,Tienda Norte,Yogurt,Lácteos,2,800,1600
38,08-07-2026,Tienda Centro,Bebida cola,Bebidas,2,1500,3000
38,2026-07-08,Tienda Centro,Galletas  ,SNACKS,2,1000,2000
38,08-07-2026, Tienda Centro ,Papas fritas,Snacks,1,1800,1800
38,08-07-2026,Tienda Centro,Queso,Lácteos,1,4500,4500
39,2026-07-11,  Tienda Sur,Agua mineral,Bebidas,1,900,900
39,2026-07-11,Tienda Sur,Croissant,Panadería,1,900,900
40,15-8-2026,Tienda Sur,Agua mineral,Bebidas,1,900,900
40,15-8-2026,Tienda Sur,Leche,Lácteos,1,1200,1200
40,15-8-2026,Tienda Sur,  Pañales,Bebé,2,8000,16.000
40,2026-08-15, Tienda Sur , Yogurt ,Lácteos,1,800,800
41,6/8/2026,  Tienda Centro,Pañales,Bebé,1,8000,8000
41,2026-08-06,Tienda Centro,Queso,Lácteos,3,4500,13500
41,6/8/2026,Tienda Centro,Toallitas húmedas,Bebé,1,2200,2200
42,2026/08/14,  Tienda Norte,Cloro,Limpieza,3,1400,4200
42,2026/08/14,Tienda Norte,Croissant,Panadería,1,900,900
43,2026/08/13,Tienda Centro,Azúcar  ,café/té,1,1300,1300
43,2026-08-13,Tienda Centro, Cloro ,Limpieza,1,1400,1400
43,2026/08/13,Tienda Centro,Jugo naranja,Bebidas,1,1600,1600
43,2026-08-13,Tienda Centro,Té,Café/Té,1,2500,2500
44,8-7-2026,Tienda Norte, Azúcar ,CAFÉ/TÉ,2,1300,2600
44,2026-07-08,Tienda Norte,Jugo naranja,Bebidas,1,1600,1600
44,8-7-2026,Tienda Norte,Papas fritas,snacks,1,1800,1800
45,03-08-2026,Tienda Sur,  Cloro,Limpieza,1,1400,1400
45,2026-08-03,Tienda Sur,Galletas,snacks,1,1000,1000
46,11-6-2026,Tienda Centro,  Cloro,Limpieza,3,1400,4200
46,2026/06/11,Tienda Centro,Detergente,limpieza,1,5500,5500
46,11-6-2026,Tienda Centro,  Esponjas,LIMPIEZA,1,1200,1200
47,2026-06-15, Tienda Norte ,Bebida cola,Bebidas,1,1500,1500
48,30-5-2026, Tienda Mall ,Detergente  ,Limpieza,1,5500,5500
48,30-5-2026,Tienda Mall,Esponjas,Limpieza,1,1200,1200
48,2026-05-30,Tienda Mall,Pañales,Bebé,,8000,16.000
48,2026-05-30,Tienda Mall,Toallitas húmedas,Bebé,2,2200,4400
49,3/6/2026,Tienda Mall,Azúcar,café/té,1,1300,1300
49,3-6-2026,Tienda Mall,Esponjas,Limpieza,2,1200,2400
49,2026/06/03,Tienda Mall,Té,Café/Té,1,2500,2500
50,2026-06-07,Tienda Mall,Azúcar  ,Café/Té,1,1300,1300
50,07-06-2026,Tienda Mall,Cerveza,alcohol,2,3500,7000
50,2026-06-07,Tienda Mall,Toallitas húmedas,Bebé,1,2200,2200
51,2026/07/30,  Tienda Mall,Agua mineral,Bebidas,,900,900
51,2026-07-30,Tienda Mall,Café,Café/Té,2,4000,8000
51,2026-07-30,Tienda Mall  ,Galletas,Snacks,1,1000,1000
52,2026/06/20,Tienda Sur,Esponjas,Limpieza,1,1200,1200
52,2026-06-20, Tienda Sur ,Jugo naranja,Bebidas,1,1600,1600
53,2026-07-29,Tienda Centro,Bebida cola,Bebidas,1,1500,1500
54,17/6/2026,Tienda Centro,  Azúcar,Café/Té,2,1300,2600
54,17/6/2026, Tienda Centro ,Cerveza,ALCOHOL,1,3500,3500
54,2026/06/17,Tienda Centro, Maní ,SNACKS,2,1200,2400
54,2026-06-17,Tienda Centro, Papas fritas ,Snacks,3,1800,5400
55,23-05-2026,Tienda Mall,Jugo naranja,BEBIDAS,2,1600,3200
55,2026-05-23, Tienda Mall ,Vino tinto,Alcohol,3,5000,15000
56,13-7-2026,Tienda Norte,Agua mineral,Bebidas,1,900,900
56,13-7-2026,Tienda Norte,Maní,Snacks,1,1200,1200
57,14-08-2026,Tienda Mall,  Galletas,Snacks,1,1000,1000
57,2026-08-14,Tienda Mall,Mantequilla  ,LÁCTEOS,2,2500,5000
57,14-08-2026,Tienda Mall,Toallitas húmedas,Bebé,1,2200,2200
58,2026-08-13,Tienda Centro,Maní,Snacks,1,1200,1200
59,19-07-2026,Tienda Norte,Papas fritas,SNACKS,1,1800,1800
60,18-07-2026,Tienda Sur,Agua mineral,Bebidas,2,900,1800
60,2026-07-18,Tienda Sur,Papas fritas,Snacks,2,1800,3600
61,2026/06/22,Tienda Centro  ,Azúcar,Café/Té,1,1300,1300
61,2026-06-22, Tienda Centro ,Pan hallulla,Panadería,2,1500,3000
62,2026/08/12,Tienda Centro, Bebida cola ,Bebidas,,1500,1500
62,12-8-2026,Tienda Centro,Pan molde,Panadería,3,1800,5400
62,2026/08/12,Tienda Centro, Queso ,Lácteos,1,4500,4500
63,22/6/2026,Tienda Sur,Toallitas húmedas,Bebé,3,2200,6600
64,2026-06-04,Tienda Norte,  Jugo naranja,Bebidas,1,1600,1600
64,2026-06-04,Tienda Norte  ,Leche,Lácteos,1,1200,1200
64,2026-06-04,Tienda Norte,Pan molde,Panadería,2,1800,3600
64,4-6-2026,  Tienda Norte,  Pañales,Bebé,1,8000,8000
64,2026-06-04,Tienda Norte,  Toallitas húmedas,bebé,1,2200,2200
65,2026-06-28,Tienda Centro,Cerveza,Alcohol,1,3500,3500
65,28-6-2026,Tienda Centro, Pan hallulla ,Panadería,1,1500,1500
65,2026/06/28,Tienda Centro,Pañales,Bebé,1,8000,8000
65,2026-06-28,Tienda Centro, Queso ,Lácteos,1,4500,4500
65,28-06-2026,Tienda Centro,Toallitas húmedas,Bebé,2,2200,4400
65,2026/06/28,Tienda Centro, Vino tinto ,Alcohol,1,5000,5000
66,9-6-2026,Tienda Mall, Té ,Café/Té,1,2500,2500
67,2026-07-28,  Tienda Mall,  Agua mineral,Bebidas,3,900,2700
67,2026-07-28,Tienda Mall,Cerveza,alcohol,1,3500,3500
67,2026-07-28,Tienda Mall,Pañales,Bebé,1,8000,8000
67,2026-07-28,Tienda Mall,Toallitas húmedas,Bebé,2,2200,4400
68,2026-08-01, Tienda Mall ,Azúcar,Café/Té,2,1300,2600
68,1/8/2026,Tienda Mall,Café,Café/Té,2,4000,8000
68,2026-08-01, Tienda Mall ,Cerveza,Alcohol,1,3500,3500
68,1/8/2026,Tienda Mall,Galletas,Snacks,1,1000,1000
68,2026-08-01, Tienda Mall ,Maní,SNACKS,3,1200,3600
69,31-05-2026,Tienda Norte,Azúcar,Café/Té,2,1300,2600
69,31-5-2026,Tienda Norte,Bebida cola,bebidas,1,1500,1500
69,2026/05/31,Tienda Norte,Café,Café/Té,1,4000,4000
70,17-8-2026,Tienda Norte,Pañales,Bebé,,8000,16000
70,2026-08-17,Tienda Norte,Queso,Lácteos,1,4500,4500
70,17-08-2026,Tienda Norte, Toallitas húmedas ,Bebé,2,2200,4400
70,2026-08-17,Tienda Norte,Vino tinto,Alcohol,1,5000,5000
71,22-06-2026,Tienda Norte,Queso,Lácteos,1,4500,4500
72,28-07-2026,Tienda Norte,  Azúcar,CAFÉ/TÉ,2,1300,2600
72,28-7-2026,  Tienda Norte,Café,Café/Té,1,4000,4000
73,2026/06/02,Tienda Norte,Queso,Lácteos,2,4500,9000
73,2026-06-02,Tienda Norte,Vino tinto,Alcohol,1,5000,5000
73,2026-06-02,Tienda Norte,Yogurt,Lácteos,1,800,800
74,2026/05/27,  Tienda Sur,  Azúcar,Café/Té,1,1300,1300
74,2026/05/27,  Tienda Sur,Café,Café/Té,3,4000,12.000
74,2026-05-27,Tienda Sur,Cloro,Limpieza,1,1400,1400
74,27/5/2026,Tienda Sur  ,Detergente,LIMPIEZA,2,5500,11000
74,2026-05-27,Tienda Sur,Esponjas,limpieza,1,1200,1200
74,2026-05-27,Tienda Sur,Mantequilla,Lácteos,1,2500,2500
75,2026/07/22,Tienda Centro, Cloro ,Limpieza,3,1400,4200
75,2026-07-22,Tienda Centro,Mantequilla,Lácteos,1,2500,2500
75,2026-07-22,Tienda Centro,Pan hallulla  ,Panadería,1,1500,1500
76,31-07-2026,Tienda Mall,Azúcar  ,Café/Té,1,1300,1300
76,2026-07-31,Tienda Mall  ,Bebida cola,Bebidas,1,1500,1500
76,31-7-2026,Tienda Mall,Toallitas húmedas,Bebé,1,2200,2200
76,2026/07/31,Tienda Mall,Té,café/té,1,2500,2500
77,28/5/2026,  Tienda Centro,Agua mineral,Bebidas,1,900,900
77,28-05-2026, Tienda Centro , Cloro ,Limpieza,1,1400,1400
77,2026-05-28,Tienda Centro,Detergente,Limpieza,1,5500,5500
77,2026-05-28,Tienda Centro,Esponjas,Limpieza,1,1200,1200
77,2026-05-28,  Tienda Centro,  Queso,Lácteos,1,4500,4500
78,25-05-2026,Tienda Norte,Esponjas,Limpieza,2,1200,2400
78,2026/05/25,Tienda Norte,Jugo naranja,Bebidas,1,1600,1600
79,2026-06-19,Tienda Sur,Cerveza,Alcohol,1,3500,3500
79,2026-06-19,Tienda Sur,Cloro,limpieza,1,1400,1400
79,2026-06-19,Tienda Sur  ,Detergente,Limpieza,1,5500,5500
79,19-6-2026,Tienda Sur,Esponjas,LIMPIEZA,1,1200,1200
79,2026-06-19,  Tienda Sur,Pañales,bebé,2,8000,16000
80,05-08-2026,Tienda Sur, Esponjas ,limpieza,1,1200,1200
80,2026-08-05,Tienda Sur,Galletas,Snacks,1,1000,1000
81,24-06-2026,Tienda Mall,Pan hallulla,Panadería,1,1500,1500
81,24-06-2026,Tienda Mall,  Toallitas húmedas,BEBÉ,1,2200,2200
82,19/6/2026,Tienda Centro,Agua mineral,BEBIDAS,1,900,900
82,2026-06-19, Tienda Centro ,Cerveza,ALCOHOL,3,3500,10500
82,2026/06/19,Tienda Centro,Cloro,Limpieza,1,1400,1400
82,2026/06/19,Tienda Centro,Pan hallulla,Panadería,2,1500,3000
82,19-06-2026, Tienda Centro ,Pañales,Bebé,3,8000,24000
83,2026-07-20,Tienda Sur,  Cerveza,alcohol,1,3500,3500
83,2026-07-20,Tienda Sur,Cloro,Limpieza,1,1400,1400
83,20-7-2026,Tienda Sur  ,Maní,Snacks,1,1200,1200
83,2026-07-20,Tienda Sur,Papas fritas,Snacks,1,1800,1800
84,2026-07-30,Tienda Centro,Agua mineral  ,Bebidas,1,900,900
84,2026-07-30,Tienda Centro,Cerveza,alcohol,1,3500,3500
84,2026-07-30,Tienda Centro  ,Papas fritas,Snacks,3,1800,5400
85,2026/08/13,Tienda Mall,Azúcar  ,Café/Té,2,1300,2600
85,2026-08-13,Tienda Mall, Queso ,Lácteos,1,4500,4500
85,2026-08-13,  Tienda Mall,Té,Café/Té,2,2500,5000
86,2026-06-16,Tienda Sur, Galletas ,snacks,2,1000,2000
86,2026-06-16,Tienda Sur,Jugo naranja,BEBIDAS,1,1600,1600
87,2026-05-24,Tienda Norte, Azúcar ,Café/Té,3,1300,3900
87,2026-05-24,  Tienda Norte,Jugo naranja,bebidas,2,1600,3200
87,2026-05-24,Tienda Norte,Pan molde,Panadería,1,1800,1800
87,2026-05-24,Tienda Norte,Queso,Lácteos,1,4500,4500
88,2026-06-09,Tienda Mall, Agua mineral ,BEBIDAS,1,900,900
88,2026-06-09,Tienda Mall,  Azúcar,Café/Té,1,1300,1300
88,09-06-2026,Tienda Mall,Esponjas  ,Limpieza,1,1200,1200
88,2026-06-09,Tienda Mall,Jugo naranja  ,Bebidas,1,1600,1600
88,2026-06-09, Tienda Mall ,Té,Café/Té,1,2500,2500
89,2026-08-05,Tienda Norte,Agua mineral,Bebidas,2,900,1800
89,2026-08-05,Tienda Norte,Cerveza,ALCOHOL,1,3500,3500
89,2026-08-05,Tienda Norte,Maní,Snacks,1,1200,1200
90,4-8-2026,Tienda Mall,Azúcar,Café/Té,1,1300,1300
90,2026-08-04,Tienda Mall  ,Café,Café/Té,1,4000,4000
90,2026-08-04,  Tienda Mall,Galletas,Snacks,1,1000,1000
91,2026/06/14,Tienda Norte,Bebida cola,bebidas,2,1500,3000
91,14/6/2026,Tienda Norte,Maní,Snacks,2,1200,2400
91,2026-06-14,Tienda Norte,Papas fritas,Snacks,2,1800,3600
92,2026-07-09,Tienda Norte,Mantequilla,Lácteos,2,2500,5000
92,9/7/2026,Tienda Norte  ,Pan hallulla,Panadería,2,1500,3000
93,2026-07-16,Tienda Centro,Galletas  ,snacks,1,1000,1000
93,2026-07-16,Tienda Centro,Pan molde,Panadería,1,1800,1800
94,20/7/2026,Tienda Sur,Esponjas  ,Limpieza,1,1200,1200
94,2026-07-20,Tienda Sur,  Papas fritas,Snacks,2,1800,3600
95,15-08-2026,Tienda Mall,Azúcar,CAFÉ/TÉ,3,1300,3900
95,15-8-2026,Tienda Mall,Café  ,Café/Té,2,4000,8000
95,2026-08-15,  Tienda Mall,Cloro,LIMPIEZA,,1400,1400
95,2026-08-15,Tienda Mall,Detergente,Limpieza,1,5500,5500
95,2026-08-15,Tienda Mall, Esponjas ,Limpieza,1,1200,1200
96,2026-06-02,Tienda Mall,Jugo naranja,Bebidas,2,1600,3200
97,26/5/2026,Tienda Sur, Jugo naranja ,Bebidas,1,1600,1600
97,2026-05-26,Tienda Sur,Maní,Snacks,1,1200,1200
97,2026-05-26,  Tienda Sur,Queso,Lácteos,2,4500,9000
97,2026/05/26,Tienda Sur,Vino tinto  ,alcohol,1,5000,5000
98,2026-05-31,Tienda Mall,Azúcar,Café/Té,2,1300,2600
98,31/5/2026,Tienda Mall,Bebida cola,bebidas,2,1500,3000
98,2026-05-31,Tienda Mall,Café,café/té,1,4000,4000
98,2026-05-31,Tienda Mall,Galletas,Snacks,1,1000,1000
98,2026-05-31,Tienda Mall,Papas fritas  ,Snacks,1,1800,1800
98,2026/05/31,Tienda Mall,Pañales,Bebé,1,8000,8000
98,2026-05-31,Tienda Mall,Toallitas húmedas,Bebé,1,2200,2200
99,2026-08-10,Tienda Mall,Galletas,Snacks,3,1000,3000
99,2026-08-10,Tienda Mall,  Jugo naranja,BEBIDAS,2,1600,3200
99,2026/08/10,Tienda Mall,Queso,Lácteos,1,4500,4500
100,08-07-2026, Tienda Sur ,Esponjas,Limpieza,1,1200,1200
100,2026-07-08,Tienda Sur,Jugo naranja,bebidas,2,1600,3200
101,10-7-2026,Tienda Sur,Cloro,Limpieza,2,1400,2800
102,27/5/2026,  Tienda Mall,Bebida cola,Bebidas,1,1500,1500
102,2026-05-27,Tienda Mall, Jugo naranja ,BEBIDAS,1,1600,1600
102,2026-05-27,Tienda Mall,Toallitas húmedas,Bebé,1,2200,2200
103,2026-08-13,  Tienda Norte,Detergente,Limpieza,2,5500,11000
103,2026-08-13, Tienda Norte ,Esponjas,Limpieza,1,1200,1200
103,2026/08/13,Tienda Norte,Jugo naranja,Bebidas,1,1600,1600
103,2026-08-13,Tienda Norte  ,Mantequilla,Lácteos,1,2500,2500
103,13-08-2026,Tienda Norte,Pan hallulla,Panadería,2,1500,3000
103,2026-08-13,Tienda Norte,Queso,Lácteos,2,4500,9000
104,2026-07-06,Tienda Sur  ,Agua mineral,Bebidas,1,900,900
104,6/7/2026, Tienda Sur ,Café,Café/Té,3,4000,12000
104,2026-07-06,Tienda Sur  ,Jugo naranja,BEBIDAS,1,1600,1600
105,2026-06-18,  Tienda Mall,Azúcar,Café/Té,1,1300,1300
105,18/6/2026,  Tienda Mall,Croissant,panadería,1,900,900
105,2026-06-18,Tienda Mall, Papas fritas ,SNACKS,1,1800,1800
105,2026-06-18,Tienda Mall, Queso ,Lácteos,1,4500,4500
105,2026-06-18,Tienda Mall,Vino tinto,Alcohol,1,5000,5000
106,2026/08/10,  Tienda Sur,Bebida cola  ,BEBIDAS,1,1500,1500
107,2026-07-31,Tienda Sur,Bebida cola,Bebidas,1,1500,1500
107,31-7-2026,Tienda Sur,Croissant,Panadería,3,900,2700
107,31-07-2026, Tienda Sur ,Detergente,Limpieza,1,5500,5500
107,2026-07-31,Tienda Sur,Esponjas,limpieza,1,1200,1200
107,2026-07-31,Tienda Sur,Galletas,Snacks,1,1000,1000
108,2026-07-28, Tienda Norte ,Cloro,Limpieza,1,1400,1400
108,2026/07/28,Tienda Norte  ,Vino tinto,Alcohol,1,5000,5000
109,2026/08/04,Tienda Norte,Azúcar,Café/Té,1,1300,1300
109,2026-08-04,Tienda Norte  ,Café,CAFÉ/TÉ,1,4000,4000
109,2026/08/04,Tienda Norte,  Detergente,Limpieza,1,5500,5500
109,2026-08-04,Tienda Norte,Leche,lácteos,1,1200,1200
110,16/8/2026,Tienda Sur,  Cloro,Limpieza,3,1400,4200
110,2026-08-16,Tienda Sur,Detergente,LIMPIEZA,2,5500,11.000
110,16/8/2026,  Tienda Sur,Queso,Lácteos,1,4500,4500
110,2026/08/16,Tienda Sur,  Vino tinto,Alcohol,1,5000,5000
111,2026-08-10,Tienda Centro,  Cerveza,Alcohol,1,3500,3500
111,2026-08-10,Tienda Centro,Maní,Snacks,1,1200,1200
111,10/8/2026,Tienda Centro,Papas fritas,snacks,2,1800,3600
112,2026-06-16,Tienda Norte,Bebida cola  ,Bebidas,3,1500,4500
112,2026-06-16,Tienda Norte,Cerveza  ,Alcohol,3,3500,10.500
112,2026-06-16,Tienda Norte,Mantequilla  ,Lácteos,1,2500,2500
112,16/6/2026,  Tienda Norte,Papas fritas,Snacks,2,1800,3600
113,2026-06-04,Tienda Centro  , Vino tinto ,ALCOHOL,1,5000,5000
114,1/7/2026, Tienda Centro ,Mantequilla,Lácteos,1,2500,2500
114,2026/07/01,Tienda Centro,Pan hallulla,Panadería,1,1500,1500
115,17/7/2026,  Tienda Sur,Galletas,Snacks,1,1000,1000
115,2026/07/17,  Tienda Sur,Leche  ,Lácteos,,1200,3600
116,2026-05-26,Tienda Sur  ,  Mantequilla,Lácteos,2,2500,5000
116,26/5/2026,Tienda Sur,Pan hallulla,Panadería,1,1500,1500
116,26/5/2026,Tienda Sur,  Pan molde,Panadería,2,1800,3600
116,26/5/2026, Tienda Sur ,Queso,Lácteos,1,4500,4500
117,2026-06-08,  Tienda Centro, Toallitas húmedas ,Bebé,1,2200,2200
118,2026-07-30,Tienda Sur,Azúcar  ,Café/Té,1,1300,1300
118,30-07-2026,Tienda Sur,Toallitas húmedas,Bebé,1,2200,2200
118,30-7-2026,Tienda Sur,Té,café/té,2,2500,5000
119,2026-06-04,Tienda Norte  ,Bebida cola,Bebidas,1,1500,1500
119,4-6-2026,Tienda Norte,Maní,SNACKS,1,1200,1200
119,2026-06-04,Tienda Norte,Papas fritas,Snacks,1,1800,1800
120,2026-07-14,Tienda Sur,Cloro,Limpieza,1,1400,1400
120,2026/07/14,Tienda Sur  ,Mantequilla,Lácteos,2,2500,5000
120,14/7/2026,Tienda Sur,Vino tinto,Alcohol,1,5000,5000
121,2026/06/02,  Tienda Sur,Azúcar,Café/Té,2,1300,2600
121,2026-06-02,Tienda Sur,Pan hallulla  ,PANADERÍA,3,1500,4500
121,2/6/2026,Tienda Sur,  Pañales,bebé,1,8000,8000
122,2026-05-27,Tienda Sur,Leche,Lácteos,2,1200,2400
122,2026-05-27,Tienda Sur,Pañales,Bebé,1,8000,8000
122,27/5/2026,Tienda Sur  , Toallitas húmedas ,Bebé,1,2200,2200
122,27-05-2026,Tienda Sur,Vino tinto,Alcohol,1,5000,5000
123,2026-06-25,Tienda Norte  ,  Azúcar,Café/Té,,1300,1300
123,2026-06-25,Tienda Norte,Cloro,Limpieza,1,1400,1400
123,25/6/2026,Tienda Norte,Toallitas húmedas,Bebé,3,2200,6600
124,2026-08-17,Tienda Sur,Agua mineral,Bebidas,2,900,1800
125,29-06-2026,Tienda Sur,Mantequilla,Lácteos,,2500,2500
125,2026-06-29, Tienda Sur ,Yogurt,lácteos,1,800,800
