boleta_id,fecha,tienda,producto,categoria,cantidad,precio_unit,monto
28,2026-06-22,Tienda Norte,Vino tinto,Alcohol,1,5000,5000
29,2026-07-29,Tienda Sur,Agua mineral,Bebidas,1,900,900
29,2026-07-29,Tienda Sur,Azúcar,Café/Té,1,1300,1300
29,2026-07-29,Tienda Sur,Leche,Lácteos,1,1200,1200
29,2026-07-29,Tienda Sur,Mantequilla,Lácteos,1,2500,2500
30,2026-08-15,Tienda Sur,Agua mineral,Bebidas,1,900,900
30,2026-08-15,Tienda Sur,Mantequilla,Lácteos,1,2500,2500
30,2026-08-15,Tienda Sur,Pan hallulla,Panadería,2,1500,3000
31,2026-08-09,Tienda Sur,Galletas,Snacks,1,1000,1000
32,2026-07-13,Tienda Centro,Esponjas,Limpieza,2,1200,2400
33,2026-07-28,Tienda Centro,Azúcar,Café/Té,1,1300,1300
33,2026-07-28,Tienda Centro,Cerveza,Alcohol,3,3500,10500
33,2026-07-28,Tienda Centro,Mantequilla,Lácteos,3,2500,7500
33,2026-07-28,Tienda Centro,Pañales,Bebé,1,8000,8000
33,2026-07-28,Tienda Centro,Toallitas húmedas,Bebé,1,2200,2200
34,2026-08-15,Tienda Norte,Azúcar,Café/Té,2,1300,2600
34,2026-08-15,Tienda Norte,Maní,Snacks,3,1200,3600
34,2026-08-15,Tienda Norte,Vino tinto,Alcohol,1,5000,5000
35,2026-06-09,Tienda Norte,Cerveza,Alcohol,1,3500,3500
35,2026-06-09,Tienda Norte,Pan molde,Panadería,1,1800,1800
35,2026-06-09,Tienda Norte,Yogurt,Lácteos,2,800,1600
36,2026-07-07,Tienda Centro,Bebida cola,Bebidas,2,1500,3000
36,2026-07-07,Tienda Centro,Galletas,Snacks,2,1000,2000
36,2026-07-07,Tienda Centro,Papas fritas,Snacks,1,1800,1800
36,2026-07-07,Tienda Centro,Queso,Lácteos,1,4500,4500
37,2026-07-10,Tienda Sur,Agua mineral,Bebidas,1,900,900
37,2026-07-10,Tienda Sur,Croissant,Panadería,1,900,900
38,2026-08-14,Tienda Sur,Agua mineral,Bebidas,1,900,900
38,2026-08-14,Tienda Sur,Leche,Lácteos,1,1200,1200
38,2026-08-14,Tienda Sur,Pañales,Bebé,2,8000,16000
38,2026-08-14,Tienda Sur,Yogurt,Lácteos,1,800,800
39,2026-08-05,Tienda Centro,Pañales,Bebé,1,8000,8000
39,2026-08-05,Tienda Centro,Queso,Lácteos,3,4500,13500
39,2026-08-05,Tienda Centro,Toallitas húmedas,Bebé,1,2200,2200
40,2026-08-13,Tienda Norte,Cloro,Limpieza,3,1400,4200
40,2026-08-13,Tienda Norte,Croissant,Panadería,1,900,900
41,2026-08-12,Tienda Centro,Azúcar,Café/Té,1,1300,1300
41,2026-08-12,Tienda Centro,Cloro,Limpieza,1,1400,1400
41,2026-08-12,Tienda Centro,Jugo naranja,Bebidas,1,1600,1600
41,2026-08-12,Tienda Centro,Té,Café/Té,1,2500,2500
42,2026-07-07,Tienda Norte,Azúcar,Café/Té,2,1300,2600
42,2026-07-07,Tienda Norte,Jugo naranja,Bebidas,1,1600,1600
42,2026-07-07,Tienda Norte,Papas fritas,Snacks,1,1800,1800
43,2026-08-02,Tienda Sur,Cloro,Limpieza,1,1400,1400
43,2026-08-02,Tienda Sur,Galletas,Snacks,1,1000,1000
44,2026-06-10,Tienda Centro,Cloro,Limpieza,3,1400,4200
44,2026-06-10,Tienda Centro,Detergente,Limpieza,1,5500,5500
44,2026-06-10,Tienda Centro,Esponjas,Limpieza,1,1200,1200
45,2026-06-14,Tienda Norte,Bebida cola,Bebidas,1,1500,1500
46,2026-05-29,Tienda Mall,Cerveza,Alcohol,1,3500,3500
46,2026-05-29,Tienda Mall,Cloro,Limpieza,1,1400,1400
46,2026-05-29,Tienda Mall,Detergente,Limpieza,2,5500,11000
46,2026-05-29,Tienda Mall,Pañales,Bebé,2,8000,16000
46,2026-05-29,Tienda Mall,Toallitas húmedas,Bebé,1,2200,2200
47,2026-07-13,Tienda Norte,Esponjas,Limpieza,1,1200,1200
48,2026-05-26,Tienda Norte,Cloro,Limpieza,1,1400,1400
48,2026-05-26,Tienda Norte,Galletas,Snacks,1,1000,1000
48,2026-05-26,Tienda Norte,Leche,Lácteos,1,1200,1200
48,2026-05-26,Tienda Norte,Mantequilla,Lácteos,2,2500,5000
49,2026-07-15,Tienda Mall,Azúcar,Café/Té,2,1300,2600
49,2026-07-15,Tienda Mall,Galletas,Snacks,1,1000,1000
49,2026-07-15,Tienda Mall,Yogurt,Lácteos,1,800,800
50,2026-06-20,Tienda Sur,Azúcar,Café/Té,2,1300,2600
50,2026-06-20,Tienda Sur,Café,Café/Té,1,4000,4000
50,2026-06-20,Tienda Sur,Cloro,Limpieza,1,1400,1400
50,2026-06-20,Tienda Sur,Detergente,Limpieza,1,5500,5500
50,2026-06-20,Tienda Sur,Galletas,Snacks,1,1000,1000
50,2026-06-20,Tienda Sur,Té,Café/Té,1,2500,2500
51,2026-07-12,Tienda Mall,Galletas,Snacks,1,1000,1000
51,2026-07-12,Tienda Mall,Maní,Snacks,2,1200,2400
52,2026-07-08,Tienda Centro,Café,Café/Té,3,4000,12000
52,2026-07-08,Tienda Centro,Papas fritas,Snacks,1,1800,1800
52,2026-07-08,Tienda Centro,Pañales,Bebé,2,8000,16000
52,2026-07-08,Tienda Centro,Toallitas húmedas,Bebé,1,2200,2200
53,2026-08-05,Tienda Norte,Agua mineral,Bebidas,1,900,900
53,2026-08-05,Tienda Norte,Maní,Snacks,1,1200,1200
54,2026-08-13,Tienda Mall,Galletas,Snacks,1,1000,1000
54,2026-08-13,Tienda Mall,Mantequilla,Lácteos,2,2500,5000
54,2026-08-13,Tienda Mall,Toallitas húmedas,Bebé,1,2200,2200
55,2026-08-12,Tienda Centro,Maní,Snacks,1,1200,1200
56,2026-07-18,Tienda Norte,Papas fritas,Snacks,1,1800,1800
57,2026-07-17,Tienda Sur,Agua mineral,Bebidas,2,900,1800
57,2026-07-17,Tienda Sur,Papas fritas,Snacks,2,1800,3600
58,2026-06-21,Tienda Centro,Azúcar,Café/Té,1,1300,1300
58,2026-06-21,Tienda Centro,Pan hallulla,Panadería,2,1500,3000
59,2026-08-11,Tienda Centro,Bebida cola,Bebidas,1,1500,1500
59,2026-08-11,Tienda Centro,Mantequilla,Lácteos,3,2500,7500
59,2026-08-11,Tienda Centro,Pan molde,Panadería,1,1800,1800
59,2026-08-11,Tienda Centro,Queso,Lácteos,1,4500,4500
60,2026-07-06,Tienda Norte,Esponjas,Limpieza,3,1200,3600
60,2026-07-06,Tienda Norte,Leche,Lácteos,1,1200,1200
60,2026-07-06,Tienda Norte,Yogurt,Lácteos,1,800,800
61,2026-06-28,Tienda Mall,Esponjas,Limpieza,1,1200,1200
61,2026-06-28,Tienda Mall,Queso,Lácteos,1,4500,4500
62,2026-08-08,Tienda Norte,Jugo naranja,Bebidas,2,1600,3200
63,2026-08-04,Tienda Centro,Mantequilla,Lácteos,1,2500,2500
63,2026-08-04,Tienda Centro,Pan hallulla,Panadería,1,1500,1500
63,2026-08-04,Tienda Centro,Pañales,Bebé,1,8000,8000
63,2026-08-04,Tienda Centro,Queso,Lácteos,1,4500,4500
63,2026-08-04,Tienda Centro,Toallitas húmedas,Bebé,2,2200,4400
63,2026-08-04,Tienda Centro,Vino tinto,Alcohol,1,5000,5000
64,2026-06-08,Tienda Mall,Té,Café/Té,1,2500,2500
65,2026-07-27,Tienda Mall,Agua mineral,Bebidas,3,900,2700
65,2026-07-27,Tienda Mall,Cerveza,Alcohol,1,3500,3500
65,2026-07-27,Tienda Mall,Pañales,Bebé,1,8000,8000
65,2026-07-27,Tienda Mall,Toallitas húmedas,Bebé,2,2200,4400
66,2026-07-31,Tienda Mall,Azúcar,Café/Té,2,1300,2600
66,2026-07-31,Tienda Mall,Café,Café/Té,2,4000,8000
66,2026-07-31,Tienda Mall,Cerveza,Alcohol,1,3500,3500
66,2026-07-31,Tienda Mall,Galletas,Snacks,1,1000,1000
66,2026-07-31,Tienda Mall,Maní,Snacks,3,1200,3600
67,2026-05-30,Tienda Norte,Azúcar,Café/Té,2,1300,2600
67,2026-05-30,Tienda Norte,Bebida cola,Bebidas,1,1500,1500
67,2026-05-30,Tienda Norte,Café,Café/Té,1,4000,4000
68,2026-08-16,Tienda Norte,Pañales,Bebé,2,8000,16000
68,2026-08-16,Tienda Norte,Queso,Lácteos,1,4500,4500
68,2026-08-16,Tienda Norte,Toallitas húmedas,Bebé,2,2200,4400
68,2026-08-16,Tienda Norte,Vino tinto,Alcohol,1,5000,5000
69,2026-06-21,Tienda Norte,Queso,Lácteos,1,4500,4500
70,2026-07-27,Tienda Norte,Azúcar,Café/Té,2,1300,2600
70,2026-07-27,Tienda Norte,Café,Café/Té,1,4000,4000
71,2026-06-01,Tienda Norte,Queso,Lácteos,2,4500,9000
71,2026-06-01,Tienda Norte,Vino tinto,Alcohol,1,5000,5000
71,2026-06-01,Tienda Norte,Yogurt,Lácteos,1,800,800
72,2026-05-26,Tienda Sur,Azúcar,Café/Té,1,1300,1300
72,2026-05-26,Tienda Sur,Café,Café/Té,3,4000,12000
72,2026-05-26,Tienda Sur,Cloro,Limpieza,1,1400,1400
72,2026-05-26,Tienda Sur,Detergente,Limpieza,2,5500,11000
72,2026-05-26,Tienda Sur,Esponjas,Limpieza,1,1200,1200
72,2026-05-26,Tienda Sur,Mantequilla,Lácteos,1,2500,2500
73,2026-07-21,Tienda Centro,Cloro,Limpieza,3,1400,4200
73,2026-07-21,Tienda Centro,Mantequilla,Lácteos,1,2500,2500
73,2026-07-21,Tienda Centro,Pan hallulla,Panadería,1,1500,1500
74,2026-07-30,Tienda Mall,Bebida cola,Bebidas,1,1500,1500
74,2026-07-30,Tienda Mall,Toallitas húmedas,Bebé,1,2200,2200
74,2026-07-30,Tienda Mall,Té,Café/Té,1,2500,2500
75,2026-07-31,Tienda Centro,Cloro,Limpieza,1,1400,1400
75,2026-07-31,Tienda Centro,Detergente,Limpieza,1,5500,5500
75,2026-07-31,Tienda Centro,Leche,Lácteos,1,1200,1200
75,2026-07-31,Tienda Centro,Queso,Lácteos,1,4500,4500
76,2026-07-16,Tienda Mall,Bebida cola,Bebidas,2,1500,3000
76,2026-07-16,Tienda Mall,Jugo naranja,Bebidas,1,1600,1600
77,2026-08-15,Tienda Norte,Cloro,Limpieza,2,1400,2800
77,2026-08-15,Tienda Norte,Detergente,Limpieza,1,5500,5500
77,2026-08-15,Tienda Norte,Pañales,Bebé,1,8000,8000
77,2026-08-15,Tienda Norte,Queso,Lácteos,1,4500,4500
77,2026-08-15,Tienda Norte,Toallitas húmedas,Bebé,2,2200,4400
78,2026-07-31,Tienda Sur,Esponjas,Limpieza,1,1200,1200
78,2026-07-31,Tienda Sur,Galletas,Snacks,1,1000,1000
79,2026-06-23,Tienda Mall,Pan hallulla,Panadería,1,1500,1500
79,2026-06-23,Tienda Mall,Toallitas húmedas,Bebé,1,2200,2200
80,2026-06-18,Tienda Centro,Agua mineral,Bebidas,1,900,900
80,2026-06-18,Tienda Centro,Cerveza,Alcohol,3,3500,10500
80,2026-06-18,Tienda Centro,Cloro,Limpieza,1,1400,1400
80,2026-06-18,Tienda Centro,Pan hallulla,Panadería,2,1500,3000
80,2026-06-18,Tienda Centro,Pañales,Bebé,3,8000,24000
81,2026-07-19,Tienda Sur,Cerveza,Alcohol,1,3500,3500
81,2026-07-19,Tienda Sur,Cloro,Limpieza,1,1400,1400
81,2026-07-19,Tienda Sur,Maní,Snacks,1,1200,1200
81,2026-07-19,Tienda Sur,Papas fritas,Snacks,1,1800,1800
82,2026-07-29,Tienda Centro,Agua mineral,Bebidas,1,900,900
82,2026-07-29,Tienda Centro,Cerveza,Alcohol,1,3500,3500
82,2026-07-29,Tienda Centro,Papas fritas,Snacks,3,1800,5400
83,2026-08-12,Tienda Mall,Azúcar,Café/Té,2,1300,2600
83,2026-08-12,Tienda Mall,Queso,Lácteos,1,4500,4500
83,2026-08-12,Tienda Mall,Té,Café/Té,2,2500,5000
84,2026-06-15,Tienda Sur,Galletas,Snacks,2,1000,2000
84,2026-06-15,Tienda Sur,Jugo naranja,Bebidas,1,1600,1600
85,2026-05-23,Tienda Norte,Azúcar,Café/Té,3,1300,3900
85,2026-05-23,Tienda Norte,Jugo naranja,Bebidas,2,1600,3200
85,2026-05-23,Tienda Norte,Pan molde,Panadería,1,1800,1800
85,2026-05-23,Tienda Norte,Queso,Lácteos,1,4500,4500
86,2026-06-08,Tienda Mall,Agua mineral,Bebidas,1,900,900
86,2026-06-08,Tienda Mall,Azúcar,Café/Té,1,1300,1300
86,2026-06-08,Tienda Mall,Esponjas,Limpieza,1,1200,1200
86,2026-06-08,Tienda Mall,Jugo naranja,Bebidas,1,1600,1600
86,2026-06-08,Tienda Mall,Té,Café/Té,1,2500,2500
87,2026-08-04,Tienda Norte,Agua mineral,Bebidas,2,900,1800
87,2026-08-04,Tienda Norte,Cerveza,Alcohol,1,3500,3500
87,2026-08-04,Tienda Norte,Maní,Snacks,1,1200,1200
88,2026-08-03,Tienda Mall,Azúcar,Café/Té,1,1300,1300
88,2026-08-03,Tienda Mall,Café,Café/Té,1,4000,4000
88,2026-08-03,Tienda Mall,Galletas,Snacks,1,1000,1000
89,2026-06-13,Tienda Norte,Bebida cola,Bebidas,2,1500,3000
89,2026-06-13,Tienda Norte,Maní,Snacks,2,1200,2400
89,2026-06-13,Tienda Norte,Papas fritas,Snacks,2,1800,3600
90,2026-07-08,Tienda Norte,Mantequilla,Lácteos,2,2500,5000
90,2026-07-08,Tienda Norte,Pan hallulla,Panadería,2,1500,3000
91,2026-07-15,Tienda Centro,Galletas,Snacks,1,1000,1000
91,2026-07-15,Tienda Centro,Pan molde,Panadería,1,1800,1800
92,2026-07-19,Tienda Sur,Esponjas,Limpieza,1,1200,1200
92,2026-07-19,Tienda Sur,Papas fritas,Snacks,2,1800,3600
93,2026-08-14,Tienda Mall,Azúcar,Café/Té,3,1300,3900
93,2026-08-14,Tienda Mall,Café,Café/Té,2,4000,8000
93,2026-08-14,Tienda Mall,Cloro,Limpieza,1,1400,1400
93,2026-08-14,Tienda Mall,Detergente,Limpieza,1,5500,5500
93,2026-08-14,Tienda Mall,Esponjas,Limpieza,1,1200,1200
94,2026-06-01,Tienda Mall,Jugo naranja,Bebidas,2,1600,3200
95,2026-05-25,Tienda Sur,Jugo naranja,Bebidas,1,1600,1600
95,2026-05-25,Tienda Sur,Maní,Snacks,1,1200,1200
95,2026-05-25,Tienda Sur,Queso,Lácteos,2,4500,9000
95,2026-05-25,Tienda Sur,Vino tinto,Alcohol,1,5000,5000
96,2026-05-30,Tienda Mall,Azúcar,Café/Té,2,1300,2600
96,2026-05-30,Tienda Mall,Bebida cola,Bebidas,2,1500,3000
96,2026-05-30,Tienda Mall,Café,Café/Té,1,4000,4000
96,2026-05-30,Tienda Mall,Galletas,Snacks,1,1000,1000
96,2026-05-30,Tienda Mall,Papas fritas,Snacks,1,1800,1800
96,2026-05-30,Tienda Mall,Pañales,Bebé,1,8000,8000
96,2026-05-30,Tienda Mall,Toallitas húmedas,Bebé,1,2200,2200
97,2026-08-09,Tienda Mall,Galletas,Snacks,3,1000,3000
97,2026-08-09,Tienda Mall,Jugo naranja,Bebidas,2,1600,3200
97,2026-08-09,Tienda Mall,Queso,Lácteos,1,4500,4500
98,2026-07-07,Tienda Sur,Esponjas,Limpieza,1,1200,1200
98,2026-07-07,Tienda Sur,Jugo naranja,Bebidas,2,1600,3200
99,2026-07-09,Tienda Sur,Cloro,Limpieza,2,1400,2800
100,2026-05-26,Tienda Mall,Bebida cola,Bebidas,1,1500,1500
100,2026-05-26,Tienda Mall,Jugo naranja,Bebidas,1,1600,1600
100,2026-05-26,Tienda Mall,Toallitas húmedas,Bebé,1,2200,2200
101,2026-08-12,Tienda Norte,Detergente,Limpieza,2,5500,11000
101,2026-08-12,Tienda Norte,Esponjas,Limpieza,1,1200,1200
101,2026-08-12,Tienda Norte,Jugo naranja,Bebidas,1,1600,1600
101,2026-08-12,Tienda Norte,Mantequilla,Lácteos,1,2500,2500
101,2026-08-12,Tienda Norte,Pan hallulla,Panadería,2,1500,3000
101,2026-08-12,Tienda Norte,Queso,Lácteos,2,4500,9000
102,2026-07-05,Tienda Sur,Agua mineral,Bebidas,1,900,900
102,2026-07-05,Tienda Sur,Café,Café/Té,3,4000,12000
102,2026-07-05,Tienda Sur,Jugo naranja,Bebidas,1,1600,1600
103,2026-06-17,Tienda Mall,Azúcar,Café/Té,1,1300,1300
103,2026-06-17,Tienda Mall,Croissant,Panadería,1,900,900
103,2026-06-17,Tienda Mall,Papas fritas,Snacks,1,1800,1800
103,2026-06-17,Tienda Mall,Queso,Lácteos,1,4500,4500
103,2026-06-17,Tienda Mall,Vino tinto,Alcohol,1,5000,5000
104,2026-08-09,Tienda Sur,Bebida cola,Bebidas,1,1500,1500
105,2026-07-30,Tienda Sur,Bebida cola,Bebidas,1,1500,1500
105,2026-07-30,Tienda Sur,Croissant,Panadería,3,900,2700
105,2026-07-30,Tienda Sur,Detergente,Limpieza,1,5500,5500
105,2026-07-30,Tienda Sur,Esponjas,Limpieza,1,1200,1200
105,2026-07-30,Tienda Sur,Galletas,Snacks,1,1000,1000
106,2026-07-27,Tienda Norte,Cloro,Limpieza,1,1400,1400
106,2026-07-27,Tienda Norte,Vino tinto,Alcohol,1,5000,5000
107,2026-08-03,Tienda Norte,Azúcar,Café/Té,1,1300,1300
107,2026-08-03,Tienda Norte,Café,Café/Té,1,4000,4000
107,2026-08-03,Tienda Norte,Detergente,Limpieza,1,5500,5500
107,2026-08-03,Tienda Norte,Leche,Lácteos,1,1200,1200
108,2026-08-15,Tienda Sur,Cloro,Limpieza,3,1400,4200
108,2026-08-15,Tienda Sur,Detergente,Limpieza,2,5500,11000
108,2026-08-15,Tienda Sur,Esponjas,Limpieza,1,1200,1200
108,2026-08-15,Tienda Sur,Vino tinto,Alcohol,1,5000,5000
109,2026-08-09,Tienda Centro,Cerveza,Alcohol,1,3500,3500
109,2026-08-09,Tienda Centro,Maní,Snacks,1,1200,1200
109,2026-08-09,Tienda Centro,Papas fritas,Snacks,2,1800,3600
110,2026-06-15,Tienda Norte,Bebida cola,Bebidas,3,1500,4500
110,2026-06-15,Tienda Norte,Cerveza,Alcohol,3,3500,10500
110,2026-06-15,Tienda Norte,Mantequilla,Lácteos,1,2500,2500
110,2026-06-15,Tienda Norte,Papas fritas,Snacks,2,1800,3600
111,2026-06-03,Tienda Centro,Vino tinto,Alcohol,1,5000,5000
112,2026-06-30,Tienda Centro,Mantequilla,Lácteos,1,2500,2500
112,2026-06-30,Tienda Centro,Pan hallulla,Panadería,1,1500,1500
113,2026-07-16,Tienda Sur,Galletas,Snacks,1,1000,1000
113,2026-07-16,Tienda Sur,Leche,Lácteos,3,1200,3600
114,2026-05-25,Tienda Sur,Mantequilla,Lácteos,2,2500,5000
114,2026-05-25,Tienda Sur,Pan hallulla,Panadería,1,1500,1500
114,2026-05-25,Tienda Sur,Pan molde,Panadería,2,1800,3600
114,2026-05-25,Tienda Sur,Queso,Lácteos,1,4500,4500
115,2026-06-07,Tienda Centro,Toallitas húmedas,Bebé,1,2200,2200
116,2026-07-29,Tienda Sur,Azúcar,Café/Té,1,1300,1300
116,2026-07-29,Tienda Sur,Toallitas húmedas,Bebé,1,2200,2200
116,2026-07-29,Tienda Sur,Té,Café/Té,2,2500,5000
117,2026-06-03,Tienda Norte,Bebida cola,Bebidas,1,1500,1500
117,2026-06-03,Tienda Norte,Maní,Snacks,1,1200,1200
117,2026-06-03,Tienda Norte,Papas fritas,Snacks,1,1800,1800
118,2026-07-13,Tienda Sur,Cloro,Limpieza,1,1400,1400
118,2026-07-13,Tienda Sur,Mantequilla,Lácteos,2,2500,5000
118,2026-07-13,Tienda Sur,Vino tinto,Alcohol,1,5000,5000
119,2026-06-01,Tienda Sur,Azúcar,Café/Té,2,1300,2600
119,2026-06-01,Tienda Sur,Pan hallulla,Panadería,3,1500,4500
119,2026-06-01,Tienda Sur,Pañales,Bebé,1,8000,8000
119,2026-06-01,Tienda Sur,Toallitas húmedas,Bebé,2,2200,4400
120,2026-05-26,Tienda Sur,Cerveza,Alcohol,2,3500,7000
120,2026-05-26,Tienda Sur,Leche,Lácteos,1,1200,1200
120,2026-05-26,Tienda Sur,Pañales,Bebé,1,8000,8000
120,2026-05-26,Tienda Sur,Queso,Lácteos,1,4500,4500
120,2026-05-26,Tienda Sur,Toallitas húmedas,Bebé,1,2200,2200
120,2026-05-26,Tienda Sur,Vino tinto,Alcohol,1,5000,5000
121,2026-07-13,Tienda Centro,Agua mineral,Bebidas,1,900,900
121,2026-07-13,Tienda Centro,Cloro,Limpieza,1,1400,1400
121,2026-07-13,Tienda Centro,Esponjas,Limpieza,2,1200,2400
122,2026-07-02,Tienda Sur,Mantequilla,Lácteos,1,2500,2500
123,2026-07-10,Tienda Centro,Detergente,Limpieza,1,5500,5500
123,2026-07-10,Tienda Centro,Esponjas,Limpieza,1,1200,1200
